City_ID,City,Lat,Lng,Max Temp (F),Humidity,Cloudiness,Wind Speed,Country,Date
0,geraldton,-28.7667,114.6,70.21,78,75,17.27,AU,1704749064
1,baruun-urt,46.6806,113.2792,-11.54,94,24,4.74,MN,1704749066
2,port-aux-francais,-49.35,70.2167,41.54,80,92,27.2,TF,1704749066
3,edinburgh of the seven seas,-37.0676,-12.3116,65.25,92,100,29.06,SH,1704749067
4,blackmans bay,-43.0167,147.3167,59.13,75,86,3.74,AU,1704749067
5,grytviken,-54.2811,-36.5092,39.88,91,84,5.82,GS,1704749068
6,el bauga,18.262,33.9081,75.0,53,5,12.39,SD,1704749068
7,whitehorse,60.7161,-135.0538,9.81,84,40,13.8,CA,1704749069
8,wietmarschen,52.5333,7.1333,27.95,68,3,14.67,DE,1704749071
9,adamstown,-25.066,-130.1015,74.3,84,100,15.64,PN,1704749072
10,bredasdorp,-34.5322,20.0403,64.54,79,47,10.22,ZA,1704749073
11,ilulissat,69.2167,-51.1,17.62,62,20,20.71,GL,1704749073
12,aykhal,66.0,111.5,-23.12,97,9,2.59,RU,1704749074
13,sungai penuh,-2.0833,101.3833,65.71,98,99,2.39,ID,1704749051
14,yellowknife,62.456,-114.3525,-23.28,76,75,3.44,CA,1704749057
15,bethel,41.3712,-73.414,41.65,65,0,5.75,US,1704748851
16,chonchi,-42.6128,-73.8092,60.12,47,47,2.86,CL,1704749079
17,tual,-5.6667,132.75,83.44,78,100,11.99,ID,1704749081
18,hafar al-batin,28.4328,45.9708,50.58,53,0,6.91,SA,1704749086
19,ust-nera,64.5667,143.2,-44.55,98,97,4.34,RU,1704749088
20,qaqortoq,60.7167,-46.0333,28.38,90,73,8.77,GL,1704749088
21,olonkinbyen,70.9221,-8.7187,35.35,97,100,20.89,SJ,1704748880
22,nemuro,43.3236,145.575,24.53,71,53,9.98,JP,1704749089
23,bilibino,68.0546,166.4372,-23.96,97,100,2.84,RU,1704749070
24,kodiak,57.79,-152.4072,35.11,64,40,9.22,US,1704749090
25,estevan,49.1334,-102.9842,10.74,78,0,9.22,CA,1704749044
26,arteche,12.2645,125.4048,78.4,89,57,7.87,PH,1704749091
27,tiksi,71.6872,128.8694,-30.06,96,99,10.94,RU,1704748805
28,lesosibirsk,58.2358,92.4828,30.9,84,100,13.44,RU,1704749092
29,pursat,12.3333,103.6667,72.12,73,33,2.24,KH,1704749093
30,nagqu,31.5,92.0,7.14,36,0,4.92,CN,1704749093
31,praia da vitoria,38.7333,-27.0667,61.75,77,40,10.58,PT,1704748891
32,tolanaro,-25.0319,46.9987,77.07,88,75,16.11,MG,1704749094
33,chibougamau,49.9168,-74.3659,6.42,78,0,6.91,CA,1704748837
34,waitangi,-43.9535,-176.5597,63.82,86,100,21.3,NZ,1704748802
35,anadyr,64.75,177.4833,0.1,84,100,17.9,RU,1704749063
36,puerto francisco de orellana,-0.4667,-76.9667,84.25,74,75,3.44,EC,1704749096
37,macapa,0.0389,-51.0664,79.36,86,98,10.33,BR,1704749097
38,invercargill,-46.4,168.35,60.91,66,100,4.03,NZ,1704749097
39,hawaiian paradise park,19.5933,-154.9731,80.89,83,0,4.61,US,1704749098
40,east london,-33.0153,27.9116,67.69,89,100,4.18,ZA,1704749098
41,san pedro pochutla,15.7333,-96.4667,87.51,47,3,13.11,MX,1704749099
42,tura,25.5198,90.2201,56.1,80,0,2.51,IN,1704749075
43,ust-tsilma,65.441,52.1498,8.4,93,100,9.98,RU,1704749100
44,wailua homesteads,22.0669,-159.378,75.13,81,75,18.41,US,1704749100
45,ortaca,36.8294,28.7708,53.4,82,75,5.75,TR,1704749101
46,st. john's,47.5649,-52.7093,29.97,90,100,26.46,CA,1704749101
47,tralee,52.2704,-9.7026,32.81,87,8,8.03,IE,1704749094
48,albany,42.6001,-73.9662,36.01,77,29,5.28,US,1704749093
49,port alfred,-33.5906,26.891,69.55,82,93,5.64,ZA,1704748840
50,papatowai,-46.5619,169.4708,61.54,64,100,5.1,NZ,1704749103
51,puerto ayora,-0.7393,-90.3518,87.76,91,86,10.0,EC,1704749104
52,petropavlovsk-kamchatsky,53.0452,158.6483,-3.55,78,0,7.0,RU,1704749098
53,new plymouth,-39.0667,174.0833,65.32,91,29,5.41,NZ,1704749007
54,bhanpuri,21.1,80.9167,63.81,62,0,5.57,IN,1704749106
55,long beach,33.767,-118.1892,65.34,24,0,8.01,US,1704749101
56,laguna,38.421,-121.4238,55.15,53,75,6.91,US,1704748881
57,fort mcmurray,56.7268,-111.381,-2.69,77,0,6.91,CA,1704749108
58,bani suwayf,29.0744,31.0979,59.14,25,100,4.65,EG,1704749108
59,kosong,38.3788,128.4676,34.29,75,64,10.22,KR,1704749109
60,portland,45.5234,-122.6762,45.57,94,100,12.66,US,1704748618
61,ola,59.5833,151.2833,-17.34,88,97,4.38,RU,1704749110
62,edinburg,55.9521,-3.1965,37.78,78,75,8.05,GB,1704748938
63,kudahuvadhoo,2.6708,72.8944,81.91,79,100,12.48,MV,1704748907
64,la plata,-34.9215,-57.9545,85.82,41,4,10.25,AR,1704749025
65,nzerekore,7.7562,-8.8179,76.75,31,2,2.57,GN,1704749113
66,santa cruz,-17.8,-63.1667,90.86,58,20,16.11,BO,1704748868
67,belmonte,-15.8631,-38.8828,79.32,79,54,6.93,BR,1704748861
68,kuraymah,18.55,31.85,76.05,46,8,8.95,SD,1704749115
69,island harbour,50.724,-1.2758,35.64,78,76,10.0,GB,1704749115
70,puerto natales,-51.7236,-72.4875,50.45,62,75,28.77,CL,1704749116
71,bhamo,24.2667,97.2333,52.61,71,0,1.41,MM,1704749116
72,margaret river,-33.95,115.0667,61.57,89,99,9.8,AU,1704749117
73,asau,46.4333,26.4,13.28,93,100,7.61,RO,1704749118
74,lompoc,34.6391,-120.4579,63.01,34,0,10.36,US,1704749011
75,zouerate,22.7187,-12.4521,68.63,27,0,6.44,MR,1704748906
76,kamyzyak,46.11,48.0736,23.02,62,0,8.95,RU,1704749082
77,bati,11.1833,40.0167,59.86,68,9,4.7,ET,1704749120
78,iqaluit,63.7506,-68.5145,-16.31,68,20,2.3,CA,1704749120
79,posse,-14.0931,-46.3694,69.37,94,100,1.99,BR,1704749121
80,aldama,22.9167,-98.0667,78.8,41,62,11.01,MX,1704749122
81,thompson,55.7435,-97.8558,-16.44,76,100,2.3,CA,1704749122
82,nha trang,12.25,109.1833,75.2,92,98,5.37,VN,1704749123
83,hermanus,-34.4187,19.2345,64.69,78,4,12.86,ZA,1704749123
84,sitka,57.0531,-135.33,39.09,81,40,0.0,US,1704749124
85,bopolu,7.0667,-10.4875,77.9,85,4,4.79,LR,1704748843
86,dudinka,69.4058,86.1778,-13.32,94,100,15.99,RU,1704749104
87,enewetak,11.3474,162.3373,80.49,73,100,20.45,MH,1704749125
88,flying fish cove,-10.4217,105.6791,76.68,100,40,3.44,CX,1704748835
89,kerikeri,-35.2268,173.9474,70.92,82,42,5.66,NZ,1704749126
90,usinsk,65.9939,57.5281,-0.92,98,100,4.0,RU,1704749127
91,palmer,42.1584,-72.3287,38.57,61,20,8.05,US,1704748942
92,mejit,10.2753,170.8646,81.73,71,100,18.34,MH,1704748903
93,atar,20.5169,-13.0499,71.33,13,0,6.46,MR,1704749129
94,stanley,54.868,-1.6985,35.76,77,75,8.05,GB,1704749129
95,laojunmiao,39.8333,97.7333,24.64,15,0,5.41,CN,1704748931
96,uturoa,-16.7333,-151.4333,80.26,81,24,15.79,PF,1704749130
97,grand-bourg,15.8835,-61.3148,82.35,66,24,18.03,GP,1704748884
98,penzance,50.1186,-5.5371,36.28,77,82,21.59,GB,1704749131
99,kapuskasing,49.4169,-82.4331,6.8,66,20,2.3,CA,1704749132
100,ushuaia,-54.8,-68.3,46.06,76,40,21.85,AR,1704749007
101,hotan,37.0997,79.9269,29.23,39,100,2.62,CN,1704749133
102,talara,-4.5772,-81.2719,83.16,65,0,17.27,PE,1704749133
103,luderitz,-26.6481,15.1594,64.65,74,0,20.18,NA,1704748841
104,bridlington,54.0831,-0.1919,41.02,72,96,15.01,GB,1704749134
105,spassk-ryazanskiy,54.4072,40.3806,6.48,83,45,9.4,RU,1704749077
106,berezovyy,51.6667,135.7,-17.97,93,39,2.53,RU,1704749135
107,kyren,51.6828,102.1408,6.94,85,23,3.0,RU,1704749136
108,flin flon,54.7682,-101.865,-9.56,77,100,2.3,CA,1704749137
109,wynyard,-41.0,145.7167,59.56,74,82,6.13,AU,1704749137
110,greymouth,-42.4667,171.2,62.71,75,100,2.33,NZ,1704749138
111,owatonna,44.0839,-93.226,32.36,80,100,12.66,US,1704749138
112,oakdale,44.963,-92.9649,30.15,83,100,10.36,US,1704749139
113,faya-largeau,17.9257,19.1043,69.82,11,11,10.69,TD,1704749139
114,acarau,-2.8856,-40.12,81.14,75,95,12.93,BR,1704749096
115,lihue,21.9789,-159.3672,75.74,81,75,18.41,US,1704748857
116,watford city,47.8022,-103.2832,14.16,85,100,10.36,US,1704749140
117,vila do maio,15.1333,-23.2167,74.19,72,74,12.44,CV,1704749074
118,la'ie,21.6477,-157.9253,76.6,73,99,16.82,US,1704749141
119,midvagur,62.0511,-7.1939,43.63,81,100,9.22,FO,1704749142
120,san patricio,28.017,-97.5169,87.89,41,15,16.13,US,1704749142
121,luang prabang,19.8856,102.1347,64.18,89,16,0.47,LA,1704749143
122,punta arenas,-53.15,-70.9167,51.91,54,40,23.02,CL,1704748922
123,utrik,11.2278,169.8474,80.02,69,78,20.89,MH,1704748861
124,magadan,59.5667,150.8,-15.45,81,84,4.07,RU,1704749144
125,tionk essil,12.7856,-16.5217,75.16,45,94,10.92,SN,1704749145
126,saynshand,44.8824,110.1163,-4.92,94,10,3.56,MN,1704749145
127,crane,31.3974,-102.3501,49.41,18,1,38.39,US,1704749146
128,ribeira grande,38.5167,-28.7,63.0,82,40,16.11,PT,1704749146
129,antonio enes,-16.2325,39.9086,79.77,91,86,8.19,MZ,1704749147
130,port elizabeth,-33.918,25.5701,67.32,88,75,4.61,ZA,1704749147
131,vadso,70.0744,29.7487,23.16,93,100,11.5,NO,1704749148
132,young,-32.6833,-57.6333,89.28,37,37,4.59,UY,1704749149
133,kununurra,-15.7667,128.7333,75.18,94,100,1.14,AU,1704749149
134,loango,-4.6719,11.8312,78.17,83,86,4.88,CG,1704749153
135,udachny,66.4167,112.4,-34.56,100,26,2.3,RU,1704749153
136,batticaloa,7.7102,81.6924,77.9,87,100,4.74,LK,1704749154
137,santa ana de yacuma,-13.75,-65.4333,91.35,62,20,13.8,BO,1704749154
138,hamilton,39.1834,-84.5333,39.83,74,0,10.36,US,1704749155
139,rongelap,11.1635,166.8941,80.6,70,72,21.36,MH,1704749155
140,port mathurin,-19.6833,63.4167,81.39,66,14,5.5,MU,1704749116
141,marsh harbour,26.5412,-77.0636,71.29,68,100,20.29,BS,1704748805
142,susuman,62.7833,148.1667,-44.01,99,100,1.01,RU,1704748909
143,cold lake,54.4502,-110.2017,6.75,72,20,8.05,CA,1704749157
144,morondava,-20.2833,44.2833,81.1,86,100,7.2,MG,1704749158
145,argo,37.6333,22.7333,50.79,78,100,2.21,GR,1704749158
146,malango,-2.9627,119.9001,69.01,99,100,1.34,ID,1704749159
147,alofi,-19.0595,-169.9187,85.89,79,75,5.75,NU,1704749159
148,aden,12.7794,45.0367,77.68,62,13,14.76,YE,1704749160
149,west island,-12.1568,96.8225,80.58,83,40,14.97,CC,1704749160
150,karratha,-20.7377,116.8463,83.89,38,2,13.24,AU,1704749119
151,keflavik,64.0049,-22.5624,45.03,100,100,33.38,IS,1704749133
152,touba,8.2833,-7.6833,81.73,21,0,1.25,CI,1704749162
153,cockburn town,21.4612,-71.1419,77.88,77,45,19.62,TC,1704748970
154,freetown,8.484,-13.2299,79.72,79,89,9.95,SL,1704749163
155,vuktyl,63.8567,57.3094,-1.89,98,100,5.99,RU,1704749163
156,isafjordur,66.0755,-23.124,41.74,86,100,17.9,IS,1704749164
157,moyynkum,44.2914,72.9469,40.78,77,100,8.16,KZ,1704749165
158,selfoss,63.9331,-20.9971,43.05,87,100,23.31,IS,1704749165
159,brisas de zicatela,15.8369,-97.0419,84.72,58,0,11.5,MX,1704749129
160,sinabang,2.4803,96.3801,76.28,94,100,4.14,ID,1704749166
161,new norfolk,-42.7826,147.0587,60.93,69,49,0.2,AU,1704749167
162,igrim,63.1906,64.4162,-14.08,98,7,4.81,RU,1704749167
163,dembi dolo,8.5333,34.8,65.01,54,59,3.31,ET,1704749168
164,lorengau,-2.0226,147.2712,77.85,90,100,15.77,PG,1704749168
165,colonia,50.9333,6.95,28.85,55,0,3.44,DE,1704748926
166,birniwa,12.7903,10.2348,70.65,11,57,8.28,NG,1704749169
167,touros,-5.1989,-35.4608,81.55,74,1,10.42,BR,1704749170
168,buka,40.8108,69.1986,44.82,83,67,2.46,UZ,1704749084
169,arkhangel'sk,64.5401,40.5433,19.13,92,20,6.71,RU,1704749171
170,constantia,44.1833,28.65,20.08,77,97,22.3,RO,1704748918
171,pont rouge,48.8833,-72.0825,17.89,76,99,9.78,CA,1704749172
172,banjarmasin,-3.3244,114.591,78.94,95,76,2.64,ID,1704749172
